name,mission,star_id,ra,dec,dist_pc,disposition,probability,radius_earth,period_days,top_reasons
TOI-6350.01,TESS,266609407,61.411126,50.053394,602.08,CANDIDATE,0.9746897981999709,11.4749,2.4766677,duration_ratio:+1.85;log_prad:+1.83;log_depth:+1.21
TOI-6351.01,TESS,392674549,56.411132,63.964967,575.503,CANDIDATE,0.09855167151871261,13.8093,6.7510278,duration_ratio:-2.89;log_prad:+0.94;koi_steff:+0.62
TOI-6352.01,TESS,459102737,61.460788,64.254302,213.45,CANDIDATE,0.8923629164437927,6.40887,7.4562671,log_prad:+1.80;log_period:+0.78;log_depth:+0.65
TOI-6353.01,TESS,259810421,63.193935,46.761464,615.476,CANDIDATE,0.9828452692059471,12.5335,2.5048108,log_prad:+1.90;duration_ratio:+1.87;log_depth:+1.23
TOI-6354.01,TESS,355418639,78.043429,53.706778,512.561,CANDIDATE,0.4629901341152763,11.641,18.7541398,koi_steff:-2.20;log_prad:+1.34;log_depth:+0.79
TOI-6355.01,TESS,98613492,79.724105,47.54723,317.292,FALSE POSITIVE,0.3780407451235518,5.85456,1.0617107,log_prad:+1.44;log_period:-0.84;log_insol:-0.72
TOI-6356.01,TESS,9136777,67.605011,56.394465,374.605,CANDIDATE,0.40484923107977894,16.2502,3.7799201,duration_ratio:+1.31;log_prad:-1.25;log_depth:+0.71
TOI-6357.01,TESS,122881136,77.588903,39.673657,621.191,CANDIDATE,0.7269479710296275,10.8037,5.1941869,log_prad:+1.31;log_depth:+0.92;koi_steff:-0.82
TOI-6358.01,TESS,259708416,62.800827,43.600898,858.675,CANDIDATE,0.5722616526374853,13.5242,5.3802465,koi_steff:-1.85;log_prad:+1.53;log_depth:+1.11
TOI-6359.01,TESS,267617257,63.165074,50.15895,1055.41,CANDIDATE,0.11320205694323252,11.128,2.4398136,koi_steff:-2.80;log_prad:+1.46;duration_ratio:+1.33
TOI-636.01,TESS,146463781,123.885413,-31.556521,158.67,FALSE POSITIVE,0.0009310089301399414,5.657227,0.417921,log_period:-2.11;duration_ratio:-1.99;log_depth:-1.91
TOI-6360.01,TESS,458987621,59.368818,64.321242,346.061,CANDIDATE,0.02900105835821303,8.95604,1.9765848,koi_steff:-3.02;log_prad:+1.03;koi_srad:+0.56
TOI-6361.01,TESS,450308346,71.453407,57.272036,364.939,CANDIDATE,0.9672885541365019,12.3895,5.9419732,log_prad:+1.83;duration_ratio:+1.62;log_period:+0.67
TOI-6362.01,TESS,148514918,77.761817,62.67788,755.957,CANDIDATE,0.9809274109421823,11.0384,6.0602101,log_prad:+1.67;duration_ratio:+1.54;koi_srad:+0.89
TOI-6363.01,TESS,311284709,86.155099,50.377688,809.782,CANDIDATE,0.025374724714523872,19.1169,6.583694,koi_steff:-1.61;log_prad:-1.59;log_depth:+0.87
TOI-6364.01,TESS,407517154,2.732086,78.899729,390.021,CANDIDATE,0.9380283951734829,11.2641,25.8866192,log_prad:+1.85;duration_ratio:+1.58;log_depth:+0.75
TOI-6365.01,TESS,272994016,67.575991,48.320207,617.476,CANDIDATE,0.9953169585718857,13.7764,3.0496565,log_prad:+2.22;duration_ratio:+1.80;log_depth:+1.10
TOI-6366.01,TESS,279851358,53.29481,61.342927,612.388,CANDIDATE,0.0022968289453260326,,18.893475,koi_steff:-1.96;log_prad:-1.43;duration_ratio:-1.22
TOI-6367.01,TESS,259502942,75.559559,48.741856,216.77,CANDIDATE,0.6445886614707458,7.31275,2.1653281,koi_steff:+1.32;log_prad:+1.11;koi_srad:-0.67
TOI-6368.01,TESS,274002141,86.975303,41.942327,100.741,FALSE POSITIVE,0.9317192209380626,11.4253,1.6197991,duration_ratio:+1.67;log_prad:+1.60;koi_steff:+1.53
TOI-6369.01,TESS,274472658,69.250535,49.614861,445.311,CANDIDATE,0.8805155812092611,7.5049,13.2329062,log_prad:+1.63;duration_ratio:+1.58;koi_steff:-1.42
TOI-637.01,TESS,133334108,120.787418,-38.74201,64.5529,CANDIDATE,0.012547722924815548,,2.8579169,log_prad:-2.08;duration_ratio:-1.24;log_depth:+0.52
TOI-6370.01,TESS,251705938,46.542182,57.075669,534.894,CANDIDATE,0.7761640360537975,16.4233,2.9124991,duration_ratio:+1.48;log_depth:+1.23;koi_srad:+0.88
TOI-6371.01,TESS,279725262,52.613744,61.635772,431.523,CANDIDATE,0.9652201635324373,13.3278,1.8597817,log_prad:+1.92;koi_srad:+1.01;log_depth:+1.00
TOI-6372.01,TESS,115899725,84.480806,35.294717,93.6289,CANDIDATE,0.9828320294328113,2.56709,6.5587386,log_prad:+2.24;duration_ratio:+1.06;koi_steff:+0.97
TOI-6373.01,TESS,286951368,82.782624,60.386769,767.899,CANDIDATE,0.20463308797490576,14.2376,4.9613647,koi_steff:-1.91;duration_ratio:+1.50;log_prad:-0.89
TOI-6374.01,TESS,468501184,13.872298,73.464164,515.735,CANDIDATE,0.6181202432003703,14.2928,4.5944948,log_prad:-1.26;duration_ratio:+1.23;koi_srad:+1.23
TOI-6375.01,TESS,390410937,43.041829,63.639521,913.0,CANDIDATE,0.14680771327420317,15.0074,3.0679061,koi_steff:-1.95;log_depth:+1.03;duration_ratio:+0.81
TOI-6376.01,TESS,9441591,68.709655,55.889117,823.754,CANDIDATE,0.9920701412900446,12.5103,4.7185893,duration_ratio:+2.23;log_prad:+1.88;log_depth:+1.08
TOI-6377.01,TESS,187532854,77.869302,37.923226,536.017,FALSE POSITIVE,0.3206306822572031,9.54979,1.6513066,duration_ratio:-1.27;koi_srad:+1.09;log_prad:+1.00
TOI-6378.01,TESS,251594291,45.819803,59.308616,489.542,CANDIDATE,0.8495938180448509,11.9733,12.9589981,duration_ratio:+1.58;log_prad:+1.50;log_period:+0.63
TOI-6379.01,TESS,450308271,71.496006,57.313785,173.849,CANDIDATE,0.038032412720063045,12.1483,1.5057127,duration_ratio:-2.82;log_prad:+0.98;log_depth:+0.75
TOI-638.01,TESS,78154865,147.86736,-4.123323,96.6355,FALSE POSITIVE,0.012640006860950213,1.940277,0.493826,log_period:-2.77;duration_ratio:+1.30;log_prad:+1.18
TOI-6380.01,TESS,458890024,48.459307,65.26786,240.108,CANDIDATE,0.950769717663688,5.66149,5.1404883,log_prad:+1.90;duration_ratio:+0.77;log_period:+0.74
TOI-6381.01,TESS,470653603,85.719553,44.670005,149.566,CANDIDATE,0.959513476573069,4.54883,8.9270275,log_prad:+2.19;duration_ratio:+1.09;log_depth:+0.64
TOI-6382.01,TESS,367522211,78.499921,33.283238,708.125,CANDIDATE,0.28912652204768696,13.0539,35.3712924,koi_steff:-1.88;log_prad:+1.37;log_depth:+1.26
TOI-6383.01,TESS,328513434,60.424695,60.891368,171.319,CONFIRMED,0.5967520913270162,11.4109,1.7904917,log_depth:-2.42;log_prad:+1.67;duration_ratio:+1.58
TOI-6384.01,TESS,16550540,102.684596,40.872865,259.341,CANDIDATE,0.9875772336056737,8.87122,2.4810218,log_prad:+1.74;duration_ratio:+1.64;koi_steff:+1.35
TOI-6385.01,TESS,16552586,105.777773,39.551429,1216.71,CANDIDATE,0.3765769330106402,18.732,2.8895991,log_prad:-1.56;duration_ratio:+1.24;log_depth:+1.06
TOI-6386.01,TESS,138344895,85.392323,79.503765,776.855,CANDIDATE,0.82915991962876,12.2751,6.2663565,log_prad:+1.36;log_depth:+1.31;duration_ratio:-0.86
TOI-6387.01,TESS,459982699,256.321784,64.930099,240.373,CANDIDATE,0.7764607114686564,12.7459,1.1669652,koi_steff:+1.73;log_prad:+1.66;duration_ratio:+0.67
TOI-6388.01,TESS,16776356,122.978937,38.346134,557.187,CANDIDATE,0.11605868299282034,20.0134,1.3940614,log_prad:-1.46;log_depth:+0.73;koi_steff:+0.51
TOI-6389.01,TESS,239159011,113.185675,33.556826,791.689,CANDIDATE,0.2218454323700971,14.6849,15.8034785,log_depth:+1.21;log_prad:-1.05;koi_srad:+0.85
TOI-639.01,TESS,82362447,124.250133,-47.651954,160.84,FALSE POSITIVE,0.001076863325129469,22.75573,2.819817,log_depth:-2.93;log_prad:-1.62;duration_ratio:-1.44
TOI-6390.01,TESS,318071201,108.713692,51.045549,836.498,CANDIDATE,0.4997207033189299,15.7628,5.2434358,log_prad:-1.24;koi_srad:+0.95;log_depth:+0.83
TOI-6391.01,TESS,171922657,97.09113,35.741333,513.641,CANDIDATE,0.9785961700631648,9.1986,5.01345,log_prad:+1.84;duration_ratio:+1.55;log_depth:+0.75
TOI-6392.01,TESS,88460991,105.523795,65.286684,658.966,CANDIDATE,0.9892010342655124,11.906,6.9603975,log_prad:+1.82;duration_ratio:+1.51;log_depth:+0.93
TOI-6393.01,TESS,147821208,141.243692,68.788313,186.229,CANDIDATE,0.9549808692631072,2.62547,9.5315703,log_prad:+2.18;duration_ratio:+1.03;log_period:+0.68
TOI-6394.01,TESS,309512152,99.132997,40.369807,606.491,CANDIDATE,0.4777252307805867,16.5308,13.026976,log_prad:-1.58;duration_ratio:+0.98;koi_srad:+0.88
TOI-6395.01,TESS,191998744,103.802923,45.324206,896.944,CANDIDATE,0.6228865283987536,12.904,2.8140328,koi_steff:-2.37;duration_ratio:+2.24;log_prad:+1.40
TOI-6396.01,TESS,73244652,122.519401,63.826237,720.484,FALSE POSITIVE,0.08153251295035621,15.5396,8.2100724,koi_steff:-1.12;log_depth:+1.06;log_prad:-0.90
TOI-6397.01,TESS,359629653,280.06484,58.987508,430.356,CANDIDATE,0.18963775512849998,17.2506,1.6707289,log_depth:+0.72;koi_steff:+0.61;log_prad:-0.43
TOI-6398.01,TESS,353586703,96.518294,39.794575,502.17,FALSE POSITIVE,0.3309357705970226,12.1874,3.0043128,koi_steff:-1.36;log_prad:+1.29;log_depth:+1.17
TOI-6399.01,TESS,287207371,110.774836,65.472407,958.967,CANDIDATE,0.9772692303776306,10.8159,12.6427441,log_prad:+1.73;duration_ratio:+1.71;log_depth:+0.96
TOI-640.01,TESS,147977348,99.734594,-36.64613,341.997,CONFIRMED,0.18252984853488416,19.7788,5.0037758,log_prad:-1.36;log_depth:+1.20;koi_steff:-1.05
TOI-6400.01,TESS,88999533,123.192189,-4.247711,1533.65,CANDIDATE,0.0428359614407288,15.0966,5.0358501,koi_steff:-2.40;duration_ratio:+1.48;log_prad:-0.78
TOI-6401.01,TESS,150470555,117.623101,-33.508259,848.343,CANDIDATE,0.004913058329543735,,3.0199448,log_prad:-1.37;duration_ratio:-1.19;log_insol:-0.99
TOI-6402.01,TESS,265076459,127.162836,2.71044,552.846,CANDIDATE,0.9352307241393786,12.264,3.4053234,log_prad:+1.80;koi_srad:+1.09;log_depth:+0.98
TOI-6403.01,TESS,94405787,115.527073,-13.460841,517.363,CANDIDATE,0.09810349545295405,9.50064,742.682809,log_depth:+1.55;log_period:-1.45;log_prad:+1.41
TOI-6404.01,TESS,141395223,117.137486,-22.469651,312.797,CANDIDATE,0.9778891412381412,8.95062,3.7442969,log_prad:+1.88;log_depth:+0.87;koi_steff:+0.73
TOI-6405.01,TESS,142908390,119.257496,-20.463623,190.315,CANDIDATE,0.7660798184877398,8.73795,6.7392054,log_prad:+1.58;log_depth:+1.13;duration_ratio:-0.82
TOI-6406.01,TESS,31605271,127.890276,-0.535341,322.174,CANDIDATE,0.918205628723515,11.7385,2.2314165,log_prad:+1.77;duration_ratio:+1.10;log_depth:+1.05
TOI-6407.01,TESS,97925605,107.848439,-33.070587,671.665,CANDIDATE,0.9679834537932857,10.912,8.9913818,log_prad:+1.71;duration_ratio:+1.64;log_depth:+0.69
TOI-6408.01,TESS,452867348,120.576416,2.504711,268.499,CANDIDATE,0.8163414719418788,11.0971,8.0924283,log_prad:+1.74;duration_ratio:+1.20;log_depth:+0.72
TOI-6409.01,TESS,97279971,106.450137,-35.256137,734.456,CANDIDATE,0.09920275796391179,19.1928,1.5304279,duration_ratio:+1.22;koi_steff:-1.00;log_prad:-0.98
TOI-641.01,TESS,49079670,101.0717,-23.819187,134.043,CANDIDATE,0.8082399915138899,3.11788,1.8930707,log_prad:+1.96;log_depth:+0.64;koi_steff:+0.30
TOI-6410.01,TESS,142916753,119.337294,-18.758919,839.513,CANDIDATE,0.8104653180239674,12.8079,5.1491091,koi_steff:-2.18;duration_ratio:+1.68;log_prad:+1.57
TOI-6411.01,TESS,106829921,110.275132,-26.799545,653.557,CANDIDATE,0.9549474327437065,7.33005,8.2165446,duration_ratio:+1.70;log_prad:+1.57;log_depth:+0.84
TOI-6412.01,TESS,176082442,121.488687,-18.383274,934.231,CANDIDATE,0.900026983055426,11.6985,3.9802888,log_prad:+1.68;log_depth:+1.26;koi_srad:+0.97
TOI-6413.01,TESS,170466784,122.54919,-6.802751,490.336,CANDIDATE,0.8276326626718832,11.3849,10.8310228,log_prad:+1.68;log_depth:+1.27;log_period:+0.48
TOI-6414.01,TESS,169191182,127.289101,-2.11667,238.113,CANDIDATE,0.981314240599886,4.52589,17.7607727,log_prad:+1.98;duration_ratio:+0.97;koi_srad:+0.97
TOI-6415.01,TESS,157050713,104.75678,-36.361061,662.479,CANDIDATE,0.86187112565631,10.4977,20.8380576,duration_ratio:+1.58;log_prad:+1.37;log_depth:+0.63
TOI-6416.01,TESS,106626059,110.165271,-27.661236,824.51,CANDIDATE,0.003253144253693746,,8.2330943,log_prad:-1.42;duration_ratio:-1.03;log_insol:-0.73
TOI-6417.01,TESS,95191643,115.848264,-8.523214,577.753,CANDIDATE,0.8843181608127941,14.8231,3.3458255,duration_ratio:+1.52;log_depth:+1.49;log_prad:-0.81
TOI-6418.01,TESS,36022284,118.004125,-11.412431,474.94,CANDIDATE,0.9756930400956703,11.76,4.6478092,log_prad:+1.84;duration_ratio:+1.68;log_depth:+0.63
TOI-6419.01,TESS,144037593,126.602788,-23.890808,649.613,CANDIDATE,0.922505180577317,10.705,4.160454,duration_ratio:+1.61;log_prad:+1.44;log_depth:+0.79
TOI-642.01,TESS,79292541,104.055775,-20.052499,472.224,CANDIDATE,0.020166581062618223,12.6809,2.2786049,koi_steff:-2.10;log_prad:+1.10;log_insol:-0.96
TOI-6420.01,TESS,143526233,125.544304,-19.124285,634.712,CANDIDATE,0.9785262030888944,10.6573,6.9615164,log_prad:+1.58;log_depth:+0.96;koi_srad:+0.91
TOI-6421.01,TESS,107617930,111.153147,-25.071762,1182.83,CANDIDATE,0.2837823071249091,17.4249,3.750778,koi_steff:-1.65;duration_ratio:+1.38;log_depth:+0.88
TOI-6422.01,TESS,140740440,116.266841,-22.178797,577.888,CANDIDATE,0.9199796457702224,9.01204,3.7521603,log_prad:+1.47;duration_ratio:+0.94;log_depth:+0.67
TOI-6423.01,TESS,141458054,117.257761,-19.23198,1370.47,CANDIDATE,0.10343893081565236,15.8394,1.364829,koi_steff:-1.14;log_depth:+1.05;koi_srad:+0.61
TOI-6424.01,TESS,98159959,108.199941,-32.520061,873.87,CANDIDATE,0.24909193511960429,7.50494,2.0396825,koi_steff:-2.28;log_prad:+1.22;duration_ratio:+1.19
TOI-6425.01,TESS,107776260,111.502316,-25.491586,792.402,CANDIDATE,0.6344020891252209,11.7961,12.1422411,koi_steff:-2.03;log_prad:+1.47;log_depth:+1.11
TOI-6426.01,TESS,142420436,118.60995,-19.656981,996.119,CANDIDATE,0.9599917634562962,12.7189,3.8801586,duration_ratio:+1.89;log_prad:+1.84;koi_steff:-1.22
TOI-6427.01,TESS,22972676,109.442564,-40.886052,601.941,CANDIDATE,0.9780125670707067,8.40725,18.372561,log_prad:+1.82;log_depth:+1.04;duration_ratio:+0.83
TOI-6428.01,TESS,238914510,93.990574,-52.480213,972.897,CANDIDATE,0.48125731411687045,17.7371,1.6763835,log_depth:+1.29;koi_srad:+0.78;log_prad:-0.56
TOI-6429.01,TESS,348501452,113.673153,-19.367018,873.301,CANDIDATE,0.2628678644299006,8.37058,2.4257176,koi_steff:-2.10;log_prad:+1.23;koi_srad:+0.65
TOI-643.01,TESS,432008938,120.69393,-23.696727,87.7731,FALSE POSITIVE,0.0033622264896397904,7.281973,9.653456,log_depth:-3.07;duration_ratio:-1.40;koi_srad:-0.90
TOI-6430.01,TESS,50211272,112.169668,-14.991169,333.252,CANDIDATE,0.9311175624797143,9.87637,3.6024986,duration_ratio:+1.64;log_prad:+1.63;koi_steff:+1.00
TOI-6431.01,TESS,54141697,118.138621,-12.108254,735.252,CANDIDATE,0.6507858275436991,8.42588,3.5423487,log_prad:+1.32;koi_steff:-0.93;log_period:+0.78
TOI-6432.01,TESS,141933255,117.89849,-21.388003,552.368,CANDIDATE,0.9161681819771157,11.0376,3.356169,log_prad:+1.72;log_depth:+0.87;duration_ratio:+0.78
TOI-6433.01,TESS,266486214,118.827577,4.77938,409.7,CANDIDATE,0.9852687682189132,9.70279,9.6355,log_prad:+1.85;log_depth:+1.42;duration_ratio:+0.76
TOI-6434.01,TESS,32296259,117.328732,-11.242347,128.006,CANDIDATE,0.9462759001766776,4.50048,2.7775786,log_prad:+1.93;duration_ratio:+1.47;koi_steff:+1.21
TOI-6435.01,TESS,60189629,111.563656,-44.595121,288.377,CANDIDATE,0.9343825125794001,6.70408,6.1161423,log_prad:+1.68;log_depth:+1.13;koi_srad:+0.86
TOI-6436.01,TESS,290415036,128.387144,1.706901,568.421,CANDIDATE,0.9375510015654235,12.4998,6.1879019,log_prad:+1.58;duration_ratio:+1.06;log_period:+0.73
TOI-6437.01,TESS,139707575,112.07656,-23.270042,854.485,CANDIDATE,0.08864850092259259,18.2639,8.31001,log_prad:-1.61;koi_steff:-1.46;duration_ratio:+1.44
TOI-6438.01,TESS,332383229,120.784102,-12.39842,93.0359,CANDIDATE,0.7923290480575114,2.9287,16.1268294,log_prad:+2.29;log_period:+0.76;log_depth:+0.71
TOI-6439.01,TESS,122981686,118.154066,-4.335076,840.511,CANDIDATE,0.06397395168683477,19.5222,2.9896663,koi_steff:-1.53;log_prad:-1.45;log_depth:+1.03
TOI-644.01,TESS,63303499,104.922683,-24.883877,203.532,FALSE POSITIVE,0.06953396952938666,2.3659,1.9271328,duration_ratio:-2.16;log_prad:+1.33;koi_srad:+0.87
TOI-6440.01,TESS,348297468,121.017966,-17.459226,546.411,CANDIDATE,0.2655188335439219,10.8225,3.8190051,koi_steff:-1.38;log_prad:+1.20;duration_ratio:-0.92
TOI-6441.01,TESS,422031406,122.322337,-16.737405,273.991,CANDIDATE,0.9679334390657244,11.1283,4.5579065,log_prad:+1.76;duration_ratio:+1.71;koi_steff:+0.76
TOI-6442.01,TESS,97921547,107.833335,-35.850518,437.855,CONFIRMED,0.10843789710687306,18.5153,2.8279716,koi_steff:-1.46;log_depth:+1.20;log_prad:-1.17
TOI-6443.01,TESS,125563127,114.904386,-25.465447,644.794,CANDIDATE,0.675050820315396,10.2877,9.9872075,koi_steff:-1.58;log_prad:+1.43;log_depth:+0.92
TOI-6444.01,TESS,97588014,107.032361,-30.595669,991.268,CANDIDATE,0.5707657041985904,14.0235,12.2925281,log_prad:-1.55;duration_ratio:+1.19;koi_srad:+0.92
TOI-6445.01,TESS,323569398,136.007911,8.73414,345.036,CANDIDATE,0.7554882819600632,8.33825,26.3926606,log_prad:+1.64;log_depth:+1.34;duration_ratio:-0.84
TOI-6446.01,TESS,122798633,117.693204,-2.077809,230.066,CANDIDATE,0.8645727398240545,11.5236,4.2240015,log_prad:+1.70;duration_ratio:+1.51;koi_steff:+1.23
TOI-6447.01,TESS,347442932,133.25514,-13.050699,707.586,FALSE POSITIVE,0.027677415281158177,9.44803,0.6646521,koi_steff:-1.21;duration_ratio:+1.07;log_period:-0.89
TOI-6448.01,TESS,320411045,110.170411,-33.922329,386.879,CANDIDATE,0.8279076255677601,7.05099,14.8442674,log_prad:+1.55;duration_ratio:+0.85;log_depth:+0.80
TOI-6449.01,TESS,168936945,125.930455,-5.189496,215.005,CANDIDATE,0.7444863363804337,12.1385,2.4404127,log_depth:-2.43;log_prad:+1.73;duration_ratio:+1.66
TOI-645.01,TESS,157568289,106.767434,-36.770799,414.522,FALSE POSITIVE,0.019565064121830143,22.5152,1.8361503,duration_ratio:+1.47;koi_teq:-1.13;log_prad:-1.09
TOI-6450.01,TESS,47244580,134.608621,-6.313801,296.583,CANDIDATE,0.9456162705177771,6.6756,3.6092665,log_prad:+1.79;duration_ratio:+1.53;koi_steff:+0.72
TOI-6451.01,TESS,150559728,117.624526,-31.73015,1011.08,CANDIDATE,0.655981618779231,10.0782,5.495078,koi_steff:-2.76;duration_ratio:+1.64;log_prad:+1.32
TOI-6452.01,TESS,7562528,114.324959,-11.73732,538.47,CANDIDATE,0.9601164613723238,8.53362,5.2477739,log_prad:+1.73;duration_ratio:+1.60;log_period:+0.71
TOI-6453.01,TESS,66242670,109.27399,-24.136717,1344.25,CANDIDATE,0.7990580790357167,12.8155,6.8688474,koi_steff:-2.00;duration_ratio:+1.84;log_prad:+1.53
TOI-6454.01,TESS,146413471,123.912955,-29.971955,182.45,CANDIDATE,0.9609704175023523,5.01721,22.5012924,log_prad:+1.95;duration_ratio:+1.09;log_depth:+0.77
TOI-6454.02,TESS,146413471,123.912955,-29.971955,182.45,CANDIDATE,0.9764206635755016,3.69154,10.9835772,log_prad:+2.29;duration_ratio:+1.06;log_period:+0.67
TOI-6455.01,TESS,255588086,96.861635,-52.297808,409.393,CANDIDATE,0.009788042807952611,15.8462774,0.8970559,log_insol:-1.17;koi_teq:-0.87;log_period:-0.72
TOI-6456.01,TESS,270456887,135.139704,1.390137,530.397,CANDIDATE,0.1628868021925109,19.7806144,2.2685932,koi_steff:-1.44;duration_ratio:+1.15;log_prad:-1.11
TOI-6457.01,TESS,328502522,108.561708,33.070363,263.807,CANDIDATE,0.9651950619296968,10.7342874,41.4186335,log_prad:+1.72;duration_ratio:+1.51;koi_steff:-1.03
TOI-6458.01,TESS,2507547,80.003079,32.785433,66.5884,CANDIDATE,0.7005173648306433,2.5360369,9.7831931,log_prad:+2.01;koi_steff:-0.76;log_period:+0.72
TOI-6459.01,TESS,238317637,120.405795,-48.821603,186.742,CANDIDATE,0.9630349243536811,2.76723,5.1494363,log_prad:+2.21;duration_ratio:+1.05;log_period:+0.86
TOI-646.01,TESS,238197709,57.265805,-72.947299,316.643,FALSE POSITIVE,0.11318178655456572,20.3352568,13.7252522,log_prad:-1.75;log_depth:+1.16;koi_srad:+0.63
TOI-6460.01,TESS,93862917,114.921063,-8.918969,299.878,CANDIDATE,0.9405459878665304,4.13545,4.4044418,log_prad:+2.23;duration_ratio:+1.10;log_period:+0.65
TOI-6461.01,TESS,123133954,118.67718,-4.342149,631.411,CANDIDATE,0.0013134061304446206,,4.064628,koi_steff:-1.95;log_prad:-1.69;duration_ratio:-1.34
TOI-6462.01,TESS,453009027,123.016335,2.78237,761.889,CANDIDATE,0.19364960053053423,14.8477,3.8720204,koi_steff:-2.35;duration_ratio:+1.38;log_depth:+1.04
TOI-6463.01,TESS,180989820,130.256986,-40.584789,476.611,CANDIDATE,0.5363819726888484,10.7705056,9.8738839,koi_steff:-1.89;log_prad:+1.02;koi_srad:+0.70
TOI-6464.01,TESS,190643105,133.47703,-38.997112,803.422,CANDIDATE,0.668497300741037,11.7179,9.6742544,koi_steff:-2.11;duration_ratio:+1.91;log_prad:+1.69
TOI-6465.01,TESS,184801054,127.981981,-37.462652,200.8,CANDIDATE,0.9482103209202116,13.8937,0.6593681,koi_steff:+1.79;log_prad:+1.69;log_depth:+0.97
TOI-6466.01,TESS,186707229,133.233364,-31.998124,458.026,CANDIDATE,0.3232119047957899,8.18389,1.4571902,log_prad:+1.26;log_depth:+0.82;duration_ratio:-0.47
TOI-6467.01,TESS,385157401,153.890617,-14.708566,885.89,CANDIDATE,0.9739248834784464,10.8162,11.9964056,log_prad:+1.64;duration_ratio:+1.55;log_depth:+1.21
TOI-6468.01,TESS,180931993,129.997215,-36.181786,601.947,CANDIDATE,0.5064093265192563,10.5524,12.1228168,koi_steff:-3.04;duration_ratio:+1.57;log_prad:+1.33
TOI-6469.01,TESS,4598935,141.219902,-39.030976,310.479,CANDIDATE,0.9086153018863872,6.84115,24.7104662,log_prad:+1.63;duration_ratio:+1.26;log_period:+0.62
TOI-647.01,TESS,92992033,83.955484,-18.649591,553.626,CANDIDATE,0.1678791011726799,13.2707,4.90765,duration_ratio:-2.98;log_prad:+0.93;koi_steff:+0.86
TOI-6470.01,TESS,12061971,146.716359,-35.206501,592.196,CANDIDATE,0.7006978339843193,9.42304,13.7333847,log_depth:+1.31;log_prad:+1.31;koi_steff:-1.26
TOI-6471.01,TESS,410901394,107.190811,-49.821826,634.454,CANDIDATE,0.953938813282111,5.09878,3.0758364,log_prad:+1.91;duration_ratio:+1.42;log_period:+0.68
TOI-6472.01,TESS,140706833,128.464035,-43.784395,1056.18,CANDIDATE,0.03195608715962132,14.3489,2.6808268,koi_steff:-2.00;duration_ratio:+1.09;log_prad:-0.75
TOI-6473.01,TESS,410303247,149.970848,-22.922585,558.189,CANDIDATE,0.42733489770461625,7.47037,1.0992893,log_prad:+1.44;duration_ratio:+0.94;log_period:-0.93
TOI-6474.01,TESS,189097100,140.422164,-29.108079,1373.8,CANDIDATE,0.0012332646380147447,,1.6069363,koi_steff:-1.48;log_prad:-1.23;duration_ratio:-1.18
TOI-6475.01,TESS,132314633,119.451527,-40.736441,624.824,CANDIDATE,0.1169054340734857,15.707,26.5988575,koi_steff:-1.50;log_prad:-1.44;duration_ratio:+1.21
TOI-6476.01,TESS,380528770,140.199949,-18.66747,696.339,CANDIDATE,0.9740759299317132,10.8668,8.1168658,duration_ratio:+1.69;log_prad:+1.63;koi_steff:-0.94
TOI-6477.01,TESS,11927677,146.15031,-30.104754,883.135,CANDIDATE,0.9864294931139043,12.7501,3.6860654,log_prad:+2.00;duration_ratio:+1.91;log_depth:+1.33
TOI-6478.01,TESS,332657786,149.991806,-16.159794,38.6057,CANDIDATE,0.10931372908341046,4.5351,1462.2115148,log_period:-1.88;log_prad:+1.76;koi_steff:+1.10
TOI-6479.01,TESS,181208298,130.732165,-37.634354,455.749,CANDIDATE,0.8266551944700572,12.0124,2.9193825,log_prad:+1.69;log_depth:+0.63;duration_ratio:+0.62
TOI-648.01,TESS,78672342,103.00276,-18.95443,637.257,FALSE POSITIVE,0.1694409565809394,11.0372,2.97638,koi_steff:-1.41;log_prad:+1.38;log_depth:+0.85
TOI-6480.01,TESS,81089255,122.694102,-43.853401,564.158,CANDIDATE,0.011717545238529251,9.68778,750.2395535,koi_steff:-2.45;duration_ratio:-2.28;log_depth:+1.65
TOI-6481.01,TESS,101225566,155.555983,-14.052149,318.741,CANDIDATE,0.9911631674582347,6.38573,6.2796518,log_prad:+2.02;duration_ratio:+1.40;log_depth:+0.84
TOI-6482.01,TESS,189300053,141.929638,-24.965029,910.154,CANDIDATE,0.031949650565067295,17.4711,1483.5175058,duration_ratio:-2.46;log_depth:+1.41;log_period:-0.80
TOI-6483.01,TESS,355449539,110.301146,-49.134858,242.223,CANDIDATE,0.7894880964878007,6.02778,5.2076995,log_prad:+1.58;log_depth:+0.97;koi_steff:+0.85
TOI-6484.01,TESS,294394558,109.322945,-54.117193,212.659,CANDIDATE,0.9246652871504487,3.87217,18.2457829,log_prad:+2.06;duration_ratio:+1.03;log_depth:+0.65
TOI-6485.01,TESS,281286325,150.95699,-19.2825,843.379,CANDIDATE,0.27345256485274055,14.5502,17.0180939,log_prad:-1.69;koi_srad:+0.90;duration_ratio:+0.89
TOI-6486.01,TESS,46772529,141.722816,-7.579251,271.71,FALSE POSITIVE,0.018717643043062948,15.9854,10.6332248,log_prad:-1.73;log_depth:-1.57;duration_ratio:+0.98
TOI-6487.01,TESS,37754672,135.766676,-29.28071,633.364,CANDIDATE,0.635140444787922,9.82212,14.13519,koi_steff:-1.63;log_prad:+1.42;log_depth:+1.14
