name,mission,star_id,ra,dec,dist_pc,disposition,probability,radius_earth,period_days,top_reasons
K04788.01,Kepler,9396760,288.43149,45.918869,841.68,FALSE POSITIVE,0.07725345330222058,0.8,2.17811908,duration_ratio:+0.88;log_insol:-0.52;log_prad:+0.51
K04789.01,Kepler,5119619,296.78345,40.229111,945.19,FALSE POSITIVE,0.07636029628624762,1.02,1.11205787,duration_ratio:+1.30;log_period:-0.89;koi_steff:-0.84
K04858.01,Kepler,9582496,289.4585,46.276379,959.93,FALSE POSITIVE,0.14272052781881944,2.05,224.447413,log_period:-1.14;log_prad:+0.95;duration_ratio:-0.59
K04859.01,Kepler,7094944,283.06223,42.629002,656.02,CANDIDATE,0.9586488152341452,1.19,7.5019743,log_prad:+1.44;duration_ratio:+1.30;koi_steff:+0.96
K04860.01,Kepler,3343281,291.73026,38.411461,1226.62,FALSE POSITIVE,0.17481630894086767,1.88,21.8660922,duration_ratio:-1.65;log_prad:+1.26;log_period:+0.67
K03217.01,Kepler,2573108,290.86154,37.885422,1412.65,FALSE POSITIVE,0.11938585583714999,2.14,5.09506,koi_steff:-1.65;duration_ratio:+1.40;log_prad:+1.26
K04861.01,Kepler,6425597,285.09976,41.874378,1006.11,CANDIDATE,0.5150126177683496,1.6,29.1206519,log_prad:+1.45;log_period:+0.69;log_depth:+0.44
K03246.01,Kepler,9885417,289.42395,46.72617,157.36,CONFIRMED,0.25528549207668505,0.78,0.689967868,duration_ratio:+1.70;koi_steff:+0.84;koi_srad:-0.57
K03247.01,Kepler,3336476,289.87814,38.427269,1286.01,FALSE POSITIVE,0.002710985969970722,0.9,1.89132292,koi_steff:-1.63;log_insol:-1.06;duration_ratio:-0.74
K03248.01,Kepler,10917433,290.46509,48.332249,342.0,CANDIDATE,0.9123893098160671,0.64,6.91261536,duration_ratio:+1.54;log_period:+1.18;log_prad:+1.06
K07715.01,Kepler,5091479,289.44324,40.253529,1030.34,CANDIDATE,0.2204084516139916,1.12,25.8616058,duration_ratio:-0.71;log_period:+0.58;log_prad:+0.52
K03249.01,Kepler,9083564,289.7605,45.455608,528.53,FALSE POSITIVE,0.018512560698619104,1.14,0.918420801,koi_srad:+1.26;log_insol:-1.17;log_prad:+0.70
K03250.01,Kepler,7335713,280.90244,42.935719,1410.93,FALSE POSITIVE,0.012405211129767758,7.05,0.573709256,koi_teq:-1.65;log_insol:-1.09;log_prad:+0.90
K03318.01,Kepler,8331612,301.27869,44.25053,1494.59,CONFIRMED,0.9705420806284737,3.78,13.8353959,log_prad:+2.58;log_depth:+1.07;log_period:+0.81
K01404.02,Kepler,8874090,287.05453,45.18037,309.2,CANDIDATE,0.7959960706126478,0.87,18.9060921,koi_steff:+1.07;log_prad:+0.82;koi_srad:-0.73
K03318.02,Kepler,8331612,301.27869,44.25053,1494.59,CANDIDATE,0.9574317813953708,3.83,25.6970688,log_prad:+2.54;log_depth:+1.11;log_period:+0.91
K07720.01,Kepler,5185765,291.43582,40.35881,748.37,FALSE POSITIVE,0.006621356258131103,1.57,46.9434911,duration_ratio:-4.61;log_prad:+0.94;log_insol:+0.36
K03319.01,Kepler,5965819,293.51984,41.277409,1534.13,CONFIRMED,0.9717975638262379,2.64,19.5906103,log_prad:+2.50;log_period:+0.88;duration_ratio:+0.83
K03319.02,Kepler,5965819,293.51984,41.277409,1534.13,CONFIRMED,0.9887956457472225,2.35,8.23983041,log_prad:+2.15;duration_ratio:+0.95;log_period:+0.92
K04790.01,Kepler,8328916,300.58502,44.2131,929.9,CANDIDATE,0.9618183717480716,1.14,6.07855,duration_ratio:+1.54;log_prad:+1.45;log_period:+1.14
K04791.01,Kepler,11294883,290.73477,49.086639,767.84,FALSE POSITIVE,0.0034843061896586078,1.97,427.65334,log_period:-3.63;log_prad:+0.52;koi_srad:+0.43
K00806.05,Kepler,3832474,285.28363,38.947281,920.47,FALSE POSITIVE,0.16476199933137378,3.77,412.041857,log_period:-2.44;log_prad:+1.98;log_depth:+1.34
K03208.01,Kepler,10155029,296.67984,47.173313,297.48,CANDIDATE,0.12452672874931907,0.56,2.131660527,duration_ratio:+1.19;log_insol:-0.44;log_depth:-0.32
K04792.01,Kepler,11618569,295.57159,49.607479,855.12,CANDIDATE,0.6882620497363484,0.91,5.75902182,duration_ratio:+1.55;log_period:+1.05;log_prad:+0.92
K04862.01,Kepler,11973517,296.59799,50.356651,487.97,CANDIDATE,0.13528098810669079,1.08,0.903763067,koi_steff:+0.89;koi_srad:-0.76;log_prad:+0.64
K04863.01,Kepler,5471566,297.68759,40.670361,925.7,FALSE POSITIVE,0.030166314197322946,0.81,0.9628348,log_period:-0.63;log_insol:-0.52;log_prad:+0.41
K04864.01,Kepler,7345248,285.45886,42.931049,522.36,CANDIDATE,0.7623708509186885,0.78,5.66494448,log_period:+1.09;duration_ratio:+0.88;log_prad:+0.81
K04865.01,Kepler,5814013,297.70941,41.028149,823.74,FALSE POSITIVE,0.019372848324141,0.82,1.57017249,koi_srad:-1.23;rho_star:-0.31;duration_ratio:+0.30
K04866.01,Kepler,7117355,291.65839,42.632439,994.12,FALSE POSITIVE,0.0019076693995125592,0.66,0.566798364,log_period:-1.18;log_insol:-1.01;duration_ratio:-0.55
K03252.01,Kepler,5653072,299.69125,40.855957,3005.03,FALSE POSITIVE,0.0010514012828342124,24.48,3.22452656,duration_ratio:-2.36;koi_teq:-1.14;log_prad:-0.94
K03253.01,Kepler,2707985,290.25375,37.92691,1797.43,FALSE POSITIVE,0.010957380912850806,2.03,1.89127438,koi_steff:-1.84;duration_ratio:+1.47;koi_teq:-1.36
K03254.01,Kepler,9899141,295.13477,46.76965,322.45,FALSE POSITIVE,0.007221658585204034,0.46,1.33256944,duration_ratio:-0.64;log_period:-0.62;log_insol:-0.54
K03255.01,Kepler,8183288,297.34738,44.026939,298.12,CONFIRMED,0.9566691529573578,1.56,66.6504521,log_prad:+1.71;duration_ratio:+1.17;koi_steff:+1.02
K03256.01,Kepler,11305996,295.95798,49.041012,294.2,FALSE POSITIVE,0.5076849685367439,1.18,55.7002642,log_prad:+0.80;koi_srad:-0.63;koi_slogg:-0.54
K03319.03,Kepler,5965819,293.51984,41.277409,1534.13,CONFIRMED,0.9437531258173733,1.62,3.54553077,log_prad:+1.80;duration_ratio:+1.26;koi_srad:+0.98
K03320.01,Kepler,6690171,291.42685,42.164082,1064.22,CANDIDATE,0.005494180703776799,21.26,85.0624157,log_depth:-2.48;log_prad:-2.20;duration_ratio:+0.77
K03321.01,Kepler,6859801,290.80301,42.34441,486.26,FALSE POSITIVE,0.004505685974588391,29.69,10.882416555,log_prad:-2.64;duration_ratio:-1.28;koi_srad:-0.40
K03322.01,Kepler,7767733,296.4621,43.459728,1354.61,FALSE POSITIVE,0.00022054649914953996,46.14,25.19830439,log_prad:-2.49;log_depth:-2.37;duration_ratio:-1.11
K03323.01,Kepler,5193659,293.73444,40.307201,1361.83,CANDIDATE,0.9576015078529566,2.06,14.3196417,log_prad:+2.01;log_period:+0.86;duration_ratio:+0.63
K07721.01,Kepler,5201593,295.66525,40.363739,641.06,FALSE POSITIVE,0.010007942120033858,1.7,0.50727675,log_period:-2.41;log_insol:-1.45;log_prad:+1.04
K04793.01,Kepler,6220312,296.12253,41.561138,1071.64,CANDIDATE,0.3885051929803836,0.89,5.2736268,log_period:+0.83;duration_ratio:-0.54;log_prad:+0.35
K04794.01,Kepler,6358937,290.09427,41.742779,598.58,CANDIDATE,0.8165087560123849,1.03,24.5041103,duration_ratio:+1.05;log_prad:+0.98;log_period:+0.74
K04795.01,Kepler,9007609,285.88486,45.380138,876.33,FALSE POSITIVE,0.5054420779275657,1.09,1.316398648,duration_ratio:+0.73;log_prad:+0.59;log_period:-0.45
K04796.01,Kepler,11038580,295.77237,48.53656,865.36,FALSE POSITIVE,0.0048050570114743,2.1,419.4596,log_period:-3.59;log_prad:+0.58;koi_srad:+0.37
K04797.01,Kepler,7771181,297.34842,43.421219,618.94,CANDIDATE,0.30854931929752,1.26,9.97202023,koi_steff:+0.87;log_prad:+0.83;koi_srad:-0.65
K04867.01,Kepler,9509223,282.67715,46.152851,681.72,FALSE POSITIVE,0.08974929110460483,13.28,14.2005007,duration_ratio:-1.91;koi_steff:-0.84;log_prad:+0.81
K04868.01,Kepler,6720773,298.80429,42.164162,1149.76,FALSE POSITIVE,0.05161791837004025,1.23,1.318347743,log_prad:+1.01;koi_steff:-0.69;log_insol:-0.53
K04869.01,Kepler,8056651,299.81876,43.825741,946.41,FALSE POSITIVE,0.37236664941762004,1.41,5.5834987,koi_steff:-2.65;log_prad:+1.44;log_period:+1.01
K04870.01,Kepler,4665991,294.76459,39.762718,810.46,FALSE POSITIVE,0.006498127058454739,0.61,1.12401084,log_period:-0.81;log_insol:-0.58;a_over_rstar:-0.39
K03218.01,Kepler,10191036,283.85147,47.24366,335.93,FALSE POSITIVE,0.015000406883179725,0.59,1.21374652,log_period:-0.76;duration_ratio:-0.60;koi_steff:-0.51
K01151.03,Kepler,8280511,283.00296,44.284229,403.15,CONFIRMED,0.8738500129967676,0.67,5.24970432,duration_ratio:+1.48;log_prad:+1.12;log_period:+1.02
K03257.01,Kepler,10420301,297.38513,47.543411,445.03,FALSE POSITIVE,0.4305217733892703,2.23,45.4333769,log_prad:+2.12;duration_ratio:-1.97;koi_srad:-1.00
K03258.01,Kepler,4366323,291.93756,39.419941,1085.1,CANDIDATE,0.8282206497999594,1.88,40.3511707,log_prad:+1.74;log_depth:+0.85;duration_ratio:+0.76
K03259.01,Kepler,2853029,291.56476,38.074589,1020.82,CANDIDATE,0.8005228848071901,2.45,72.9332762,log_prad:+1.99;log_depth:+1.14;duration_ratio:-0.76
K03260.01,Kepler,12156174,289.64343,50.727089,1121.91,CONFIRMED,0.9903688592346259,4.01,56.6746666,log_prad:+2.62;log_depth:+1.28;duration_ratio:+0.99
K03328.01,Kepler,4634135,284.30792,39.70039,628.45,FALSE POSITIVE,0.002601895507235966,25.91,63.9005941,duration_ratio:-1.51;log_prad:-1.22;koi_srad:-1.16
K03329.01,Kepler,6955671,293.94241,42.4259,1672.98,CANDIDATE,0.8885559593133383,2.16,12.6878176,log_prad:+2.03;log_period:+0.86;log_depth:+0.48
K07716.01,Kepler,5097856,291.37067,40.216061,654.41,CANDIDATE,0.002366070484957973,1.27,483.36405,log_period:-3.32;log_prad:+0.37;koi_srad:-0.33
K03330.01,Kepler,4736644,288.69501,39.883202,598.03,CONFIRMED,0.8766984626767003,1.15,16.2951259,log_prad:+1.33;duration_ratio:+1.28;koi_steff:+0.87
K03331.01,Kepler,5876805,291.96497,41.122162,1259.77,FALSE POSITIVE,0.0003884399003578054,24.39,18.173045009,log_depth:-2.83;log_prad:-1.90;duration_ratio:-0.99
K03332.01,Kepler,5818068,298.56927,41.00351,1037.36,FALSE POSITIVE,0.004786354527193534,31.13,14.12678065,log_prad:-2.63;duration_ratio:-1.38;log_period:+0.33
K04798.01,Kepler,10139390,291.17566,47.10561,341.99,FALSE POSITIVE,0.02444850924983658,0.99,358.56462,log_period:-3.68;duration_ratio:+0.65;koi_srad:-0.30
K04799.01,Kepler,8278073,281.55267,44.228531,1173.03,CANDIDATE,0.6606663836112245,1.69,12.0729757,log_prad:+1.55;log_period:+0.79;koi_srad:+0.43
K07722.01,Kepler,5273713,291.41714,40.48592,1446.86,FALSE POSITIVE,0.012467439940054793,1.11,1.337561836,koi_steff:-1.11;log_insol:-0.98;log_period:-0.66
K04800.01,Kepler,3526331,285.31628,38.686619,1282.23,FALSE POSITIVE,0.37052805744257084,0.93,2.23755641,duration_ratio:+1.43;log_prad:+0.75;koi_steff:-0.45
K04801.01,Kepler,10810859,296.82895,48.173279,1160.05,CANDIDATE,0.6977579723181334,2.21,82.401274,log_prad:+2.15;koi_steff:-0.86;duration_ratio:+0.85
K03209.01,Kepler,7017274,285.92322,42.54985,736.79,CANDIDATE,0.7073022194583992,2.61,11.91256675,log_prad:+2.03;duration_ratio:+1.21;koi_steff:-1.03
K04871.01,Kepler,6767227,288.52902,42.27626,602.24,CANDIDATE,0.17998413401558536,0.6,4.08197713,koi_steff:-2.14;duration_ratio:+1.47;log_period:+0.89
K04872.01,Kepler,11496490,285.66937,49.439911,856.71,FALSE POSITIVE,0.017661676422947296,1.34,1.035268597,koi_steff:-1.38;duration_ratio:-0.89;log_insol:-0.67
K04873.01,Kepler,1430305,290.9288,37.085251,1254.29,FALSE POSITIVE,0.0017490617692309275,3.6,359.3259,log_period:-2.62;log_prad:+1.47;koi_steff:-1.36
K04874.01,Kepler,7117549,291.72806,42.680408,1323.85,FALSE POSITIVE,0.0014796220095137252,0.65,0.566805268,log_insol:-1.19;log_period:-1.17;koi_steff:-0.86
K04875.01,Kepler,2986833,290.78214,38.18779,296.64,CANDIDATE,0.3523399147863887,0.65,0.912179022,koi_steff:+1.38;duration_ratio:+1.25;koi_srad:-0.72
K03261.01,Kepler,12055539,287.8674,50.595581,865.32,CONFIRMED,0.7586251699237078,1.67,12.27057043,log_prad:+1.67;log_period:+0.93;duration_ratio:+0.76
K03262.01,Kepler,12056139,288.23175,50.567879,1430.67,CONFIRMED,0.818692234260877,1.94,13.2274753,log_prad:+1.92;log_period:+0.87;log_depth:+0.38
K03263.01,Kepler,11853130,285.09586,50.10096,220.4,CANDIDATE,0.9610307128120894,7.71,76.87935893,log_prad:+2.11;duration_ratio:+1.73;koi_steff:+1.30
K07707.01,Kepler,4774646,298.27521,39.850971,873.52,FALSE POSITIVE,0.0030409984458161466,1.04,0.559517155,koi_steff:-1.32;koi_teq:-1.03;log_insol:-1.01
K03264.01,Kepler,9345933,293.25903,45.837448,661.02,CANDIDATE,0.8104270903748686,1.36,13.0151826,log_prad:+1.47;koi_steff:+0.93;log_period:+0.79
K03265.01,Kepler,10030778,298.50607,46.948029,1312.0,FALSE POSITIVE,0.0009260913133786865,48.98,29.47316279,log_prad:-2.53;duration_ratio:-1.36;log_period:+0.31
K04732.01,Kepler,7870282,282.17203,43.69651,844.06,FALSE POSITIVE,0.013510572795699602,0.85,0.580725004,log_period:-0.81;koi_steff:+0.55;log_prad:+0.53
K03200.01,Kepler,11153259,298.34344,48.702381,838.75,FALSE POSITIVE,0.0013008423952242073,69.59,1.94468659,koi_steff:-1.42;log_prad:-1.21;duration_ratio:-1.02
K04733.01,Kepler,9021075,291.50812,45.370159,908.9,CONFIRMED,0.9862591868705503,1.4,7.28116667,log_prad:+1.69;duration_ratio:+1.24;log_period:+1.06
K04734.01,Kepler,5783938,289.61075,41.019489,1103.08,FALSE POSITIVE,0.0046967786937626415,2.18,383.10017,log_period:-4.09;log_prad:+0.84;koi_steff:-0.66
K04735.01,Kepler,11338056,284.76093,49.141979,543.47,CANDIDATE,0.8414209222915828,0.85,2.87998334,duration_ratio:+1.10;koi_steff:+0.89;log_prad:+0.86
K04802.01,Kepler,3445812,291.9837,38.595409,934.03,FALSE POSITIVE,0.02599557474874692,0.86,0.605556082,duration_ratio:+1.60;log_period:-1.43;koi_steff:-0.88
K04803.01,Kepler,4473613,294.0827,39.556099,807.41,CONFIRMED,0.817619996990542,1.2,4.36125889,log_prad:+1.61;duration_ratio:+1.26;log_period:+0.75
K04804.01,Kepler,10676750,296.09842,47.992699,1028.31,CANDIDATE,0.04137040706245495,2.08,21.08678557,duration_ratio:-2.25;log_prad:+1.26;koi_steff:-1.15
K04805.01,Kepler,8960918,294.59283,45.28772,780.94,FALSE POSITIVE,0.3903483116002422,0.73,1.19087362,duration_ratio:+1.39;log_period:-0.78;koi_steff:+0.53
K04806.01,Kepler,4647662,289.64139,39.788029,1210.9,FALSE POSITIVE,0.01088727301992344,0.72,1.06484622,koi_steff:-0.96;log_insol:-0.68;log_period:-0.55
K04876.01,Kepler,8940700,286.66867,45.208302,907.68,FALSE POSITIVE,0.2665664484319916,1.6,190.60563,log_period:-1.45;log_prad:+1.26;duration_ratio:+0.90
K04877.01,Kepler,9581589,288.97183,46.265202,994.53,CANDIDATE,0.3986979195783798,0.99,5.19206571,log_period:+0.88;log_prad:+0.57;a_over_rstar:+0.27
K04878.01,Kepler,11804437,286.22812,50.01358,325.79,CANDIDATE,0.004140716739393159,1.04,449.01499,log_period:-3.95;duration_ratio:+0.80;log_depth:-0.33
K04879.01,Kepler,9850966,298.75122,46.636261,732.57,FALSE POSITIVE,0.8816955291444867,1.33,8.480305,duration_ratio:-1.09;log_prad:+0.95;koi_steff:+0.71
K04880.01,Kepler,8747009,289.23987,44.99358,585.33,FALSE POSITIVE,0.014814572564427524,1.41,410.11676,log_period:-4.01;duration_ratio:+0.76;log_prad:+0.65
K03266.01,Kepler,8826007,294.55383,45.08139,415.84,CONFIRMED,0.5184554562139897,1.94,54.5091549,log_prad:+1.96;koi_steff:+0.97;koi_srad:-0.86
K01151.04,Kepler,8280511,283.00296,44.284229,403.15,CANDIDATE,0.8347928336299019,0.76,17.4532945,duration_ratio:+1.39;log_prad:+1.14;log_period:+0.83
K03267.01,Kepler,8620402,290.21667,44.779678,1084.18,CONFIRMED,0.7150562727149623,1.66,14.1959621,log_prad:+1.73;duration_ratio:+1.01;log_period:+0.90
K03268.01,Kepler,8379021,296.40448,44.367458,1051.8,FALSE POSITIVE,0.052790099175231656,22.56,11.52482874,duration_ratio:-0.88;log_prad:-0.88;log_depth:+0.78
K03269.01,Kepler,8104030,294.06802,43.936871,1190.38,FALSE POSITIVE,0.0017735781279548328,428.62,46.84008579,log_prad:-3.23;duration_ratio:-1.33;koi_steff:-0.16
K07708.01,Kepler,4813793,283.69885,39.936642,795.64,CANDIDATE,0.007289254491430784,1.82,6.70242786,duration_ratio:-3.78;log_prad:+1.00;log_period:+0.58
K04736.01,Kepler,5282477,293.94794,40.455818,1168.31,FALSE POSITIVE,0.0031596822382146325,29.26,0.992798625,log_prad:-1.98;duration_ratio:-0.99;log_period:-0.71
K04737.01,Kepler,7266212,286.21729,42.86092,1082.5,CANDIDATE,0.8827919177993178,1.07,7.79534033,duration_ratio:+1.45;log_prad:+1.15;log_period:+1.11
K04738.01,Kepler,6681546,288.74893,42.191738,1125.65,FALSE POSITIVE,0.05624252451215478,1.84,186.72243,log_period:-1.34;log_prad:+1.01;koi_steff:-0.52
K04739.01,Kepler,6421137,282.87473,41.836727,500.93,FALSE POSITIVE,0.4736959588698625,3.46,118.4039,log_prad:+1.98;koi_steff:-1.62;duration_ratio:-0.88
K04740.01,Kepler,9893278,292.85391,46.77375,774.64,FALSE POSITIVE,0.5231966657455481,1.67,182.281992,log_period:-1.21;log_prad:+1.16;duration_ratio:+1.04
K04808.01,Kepler,9419020,297.2905,45.955029,185.08,CANDIDATE,0.9386720660138211,0.65,2.40174996,koi_steff:+1.22;log_period:+1.12;duration_ratio:+0.87
K04809.01,Kepler,4548162,287.43542,39.692989,386.23,FALSE POSITIVE,0.1662544851790754,0.69,10.0102876,koi_srad:-0.76;duration_ratio:-0.69;koi_steff:+0.66
K04810.01,Kepler,4270799,293.65369,39.31641,1114.98,CANDIDATE,0.8646046691616732,3.17,115.238544,log_prad:+2.60;log_depth:+0.84;duration_ratio:-0.60
K04811.01,Kepler,8811490,288.85754,45.097691,854.53,CANDIDATE,0.927727260267968,2.23,21.7434141,log_prad:+2.38;log_period:+0.85;koi_srad:+0.49
K04812.01,Kepler,8043721,296.66177,43.811432,1100.1,FALSE POSITIVE,0.034011482902489495,0.71,0.77957913,log_insol:-0.65;log_period:-0.53;log_depth:+0.42
K03219.01,Kepler,7985733,299.33368,43.717815,4177.07,FALSE POSITIVE,0.0005136582533505746,44.9,0.544561598,log_prad:-1.58;duration_ratio:-1.56;koi_teq:-0.97
K04881.01,Kepler,8094120,290.55087,43.994362,1069.67,CANDIDATE,0.1355233335816394,1.16,5.6795377,koi_steff:-2.14;log_prad:+0.95;log_period:+0.86
K04882.01,Kepler,6522824,291.95251,41.959911,2809.89,FALSE POSITIVE,0.4359680683301948,5.38,17.4453133,log_prad:+1.64;koi_steff:+1.06;duration_ratio:-0.79
K04883.01,Kepler,6802536,298.03253,42.20034,455.77,FALSE POSITIVE,0.0017552957204270549,,2.9788702,log_prad:-1.37;log_insol:-1.24;duration_ratio:-1.15
K04884.01,Kepler,4750341,292.8699,39.844429,985.05,FALSE POSITIVE,0.7981282048089268,0.92,1.97515457,duration_ratio:+1.59;log_prad:+0.79;log_insol:-0.57
K04885.01,Kepler,9935642,283.45764,46.819538,1033.21,CANDIDATE,0.9309340705878827,2.67,9.33955596,log_prad:+2.47;log_period:+0.76;duration_ratio:-0.52
K03270.01,Kepler,6612327,293.6203,42.081871,679.58,FALSE POSITIVE,0.01244210040020498,23.21,21.993112,duration_ratio:-1.36;log_prad:-1.21;log_depth:+0.48
K03271.01,Kepler,7285757,292.95819,42.854889,915.75,CONFIRMED,0.7492052669410876,1.89,19.5489666,log_prad:+1.78;duration_ratio:+0.97;log_depth:+0.74
K03271.02,Kepler,7285757,292.95819,42.854889,915.75,CANDIDATE,0.45412071058958836,1.12,7.41834569,duration_ratio:+1.17;log_prad:+0.91;log_period:+0.91
K03273.01,Kepler,5211922,297.79987,40.349281,594.11,FALSE POSITIVE,0.6921021825820638,3.11,27.6853358,log_prad:+2.09;koi_srad:-1.20;duration_ratio:-0.79
K03274.01,Kepler,5280587,293.44644,40.409889,1000.73,CONFIRMED,0.9394485844440077,2.24,35.6225528,log_prad:+2.42;duration_ratio:+1.15;log_depth:+0.99
K04741.01,Kepler,8129005,300.78387,43.962059,1039.46,FALSE POSITIVE,0.237140928125672,1.18,7.1403113,koi_steff:-1.31;duration_ratio:-0.94;log_period:+0.80
K07709.01,Kepler,4840156,293.09384,39.974579,918.77,FALSE POSITIVE,0.875937457533935,0.97,2.69487041,duration_ratio:+1.52;log_prad:+1.06;log_period:+0.52
K04742.01,Kepler,4138008,285.36658,39.280079,335.74,CONFIRMED,0.9205499891516837,1.3,112.303136,duration_ratio:+1.46;log_prad:+1.42;koi_steff:+1.24
K03202.01,Kepler,4262040,291.5072,39.323662,503.42,CANDIDATE,0.4904669814992681,2.86,92.461135,log_prad:+2.17;koi_slogg:-0.72;duration_ratio:+0.71
K04743.01,Kepler,6468904,298.68402,41.83149,681.71,FALSE POSITIVE,0.016250078195877087,20.52,49.5387264,duration_ratio:-1.55;log_prad:-1.12;log_depth:+0.77
K04744.01,Kepler,5709906,293.17435,40.950809,550.44,FALSE POSITIVE,0.11132840594264481,0.49,3.39155966,log_period:+0.67;koi_steff:-0.35;log_depth:-0.23
K04813.01,Kepler,4840672,293.24039,39.949444,510.11,CANDIDATE,0.720197488156273,0.82,9.2294726,duration_ratio:+1.36;koi_steff:+0.98;koi_srad:-0.97
K04814.01,Kepler,9777556,294.64285,46.549412,14916.31,FALSE POSITIVE,0.0007877055702188028,32.84,1.33254897,log_prad:-2.00;duration_ratio:-1.72;log_insol:-0.98
K04815.01,Kepler,7287677,293.54733,42.828442,848.94,CANDIDATE,0.5992907723307441,1.12,18.3721835,log_period:+0.82;log_prad:+0.80;duration_ratio:+0.57
K04816.01,Kepler,10753922,299.13177,48.06171,1038.83,FALSE POSITIVE,0.9739614842278456,1.85,18.2260472,log_prad:+1.68;log_period:+0.79;duration_ratio:+0.74
K04817.01,Kepler,5980061,297.04388,41.284012,966.74,FALSE POSITIVE,0.0032373191618018707,21.07,0.630539713,duration_ratio:-1.35;log_prad:-0.65;koi_steff:+0.50
K04886.01,Kepler,7692248,294.95074,43.324341,1409.54,CANDIDATE,0.0023644951303023725,28.98,17.99562529,log_prad:-2.78;duration_ratio:-1.29;log_period:+0.38
K04887.01,Kepler,4059887,292.26559,39.129841,1120.52,FALSE POSITIVE,0.0062209510936631985,1.92,1.018347376,log_insol:-1.81;log_prad:+1.30;koi_teq:-1.01
K04888.01,Kepler,8288741,287.36786,44.27322,673.11,FALSE POSITIVE,0.0007167215286242976,30.54,0.659299289,log_prad:-2.03;duration_ratio:-1.08;log_insol:-0.30
K04889.01,Kepler,6852354,288.42035,42.309509,1004.64,FALSE POSITIVE,0.005510400606545328,,101.97435125,log_prad:-1.25;duration_ratio:-1.00;log_insol:-0.87
K04890.01,Kepler,6691169,291.72189,42.117298,2404.83,CANDIDATE,0.04184934869653777,11.67,63.095068,duration_ratio:-2.57;koi_steff:-1.89;log_prad:+0.93
K01042.02,Kepler,5816811,298.33893,41.073479,896.47,FALSE POSITIVE,0.002863049401199672,,4.45540935,log_prad:-1.44;log_insol:-1.21;duration_ratio:-1.04
K03275.01,Kepler,5303346,298.54089,40.471642,561.27,FALSE POSITIVE,0.009988389679767706,30.32,37.32483952,log_prad:-2.61;duration_ratio:-1.42;log_period:+0.20
K03276.01,Kepler,3858879,293.69415,38.995628,1147.55,FALSE POSITIVE,0.011801635311299115,36.8,25.951984,log_prad:-2.57;duration_ratio:-1.19;koi_steff:-0.48
K01151.05,Kepler,8280511,283.00296,44.284229,403.15,CANDIDATE,0.8225185617206435,0.8,21.7203362,duration_ratio:+1.45;log_prad:+1.16;log_period:+0.79
K03277.01,Kepler,3120904,292.42282,38.266331,1130.17,CONFIRMED,0.7040422876009708,3.19,42.9136635,log_prad:+2.16;log_insol:+0.41;duration_ratio:-0.41
K03278.01,Kepler,3342467,291.52487,38.455849,687.61,FALSE POSITIVE,0.9077260781741239,2.78,88.1804682,log_prad:+2.03;log_depth:+0.49;duration_ratio:+0.31
K04745.01,Kepler,11757451,288.61053,49.968632,731.06,CONFIRMED,0.7195931917052742,2.32,177.668663,log_prad:+2.26;log_depth:+1.38;koi_steff:+0.87
K04746.01,Kepler,2711597,291.12454,37.986511,403.38,FALSE POSITIVE,0.025639861987002036,0.75,0.98041685,koi_srad:-0.74;duration_ratio:+0.73;log_period:-0.71
K04747.01,Kepler,8047428,297.5885,43.841221,1435.07,CONFIRMED,0.951761635092696,2.22,92.263742,log_prad:+2.24;duration_ratio:+1.02;log_depth:+0.71
K04748.01,Kepler,11513486,294.78433,49.4921,1474.05,CONFIRMED,0.4991117075940626,1.72,6.64754478,log_prad:+1.50;log_period:+1.04;log_depth:+0.45
K04749.01,Kepler,6520519,291.21164,41.9856,1175.43,CANDIDATE,0.21997927082335939,0.97,1.97650073,duration_ratio:+1.30;log_prad:+0.77;log_insol:-0.63
K04818.01,Kepler,9459162,289.3483,46.05468,1178.67,CANDIDATE,0.5639012083289934,1.46,3.79892774,koi_steff:-1.81;duration_ratio:+1.53;log_prad:+1.43
K04819.01,Kepler,5024138,295.27487,40.19508,821.96,FALSE POSITIVE,0.010681137772738002,0.84,0.416995408,log_period:-2.54;duration_ratio:+1.43;log_insol:-0.83
K04820.01,Kepler,9969287,298.38007,46.8894,1242.11,CANDIDATE,0.7404874247131065,1.48,14.7401061,log_prad:+1.45;log_period:+0.94;log_insol:+0.41
K04821.01,Kepler,9086001,290.77032,45.498051,763.75,FALSE POSITIVE,0.0121769632019245,1.33,256.52387,log_period:-1.89;koi_steff:-1.26;log_prad:+0.82
K03212.01,Kepler,4927734,292.91702,40.09243,1223.62,FALSE POSITIVE,0.004875107007462755,0.73,3.0001191,koi_steff:-1.54;log_insol:-1.24;duration_ratio:-0.54
K03220.01,Kepler,11189311,291.25562,48.846924,492.47,CONFIRMED,0.7863971425618828,4.63,81.4160138,log_prad:+1.91;log_depth:+1.10;koi_srad:+0.97
K04891.01,Kepler,10747501,297.48297,48.022499,1255.64,CANDIDATE,0.723770580067978,1.39,4.7309013,log_prad:+1.57;log_period:+0.94;duration_ratio:+0.81
K04892.01,Kepler,10586744,285.70697,47.869968,762.82,CANDIDATE,0.8662517245756792,1.08,21.3761817,log_prad:+1.00;log_period:+0.94;duration_ratio:+0.45
K04893.01,Kepler,11970050,295.08194,50.344601,1455.95,CANDIDATE,0.6616005514940938,1.51,6.58753699,log_prad:+1.59;log_period:+0.95;koi_steff:-0.43
