kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_quarters
10797460,CONFIRMED,9.488035570,2.7750000e-05,-2.7750000e-05,170.5387500,2.160000e-03,-2.160000e-03,2.95750,0.08190,-0.08190,11111111111111111000000000000000
10797460,CONFIRMED,54.418382700,2.4790000e-04,-2.4790000e-04,162.5138400,3.520000e-03,-3.520000e-03,4.50700,0.11600,-0.11600,11111111111111111000000000000000
10811496,CANDIDATE,19.899139950,1.4940000e-05,-1.4940000e-05,175.8502520,5.810000e-04,-5.810000e-04,1.78220,0.03410,-0.03410,11111101110111011000000000000000
10848459,FALSE POSITIVE,1.736952453,2.6300000e-07,-2.6300000e-07,170.3075650,1.150000e-04,-1.150000e-04,2.40641,0.00537,-0.00537,11111110111011101000000000000000
10854555,CONFIRMED,2.525591777,3.7610000e-06,-3.7610000e-06,171.5955500,1.130000e-03,-1.130000e-03,1.65450,0.04200,-0.04200,01111111111111111000000000000000
10872983,CONFIRMED,11.094320540,2.0360000e-05,-2.0360000e-05,171.2011600,1.410000e-03,-1.410000e-03,4.59450,0.06100,-0.06100,01111101110111011000000000000000
10872983,CONFIRMED,4.134435120,1.0460000e-05,-1.0460000e-05,172.9793700,1.900000e-03,-1.900000e-03,3.14020,0.06730,-0.06730,01111101110111011000000000000000
10872983,CONFIRMED,2.566588970,1.7810000e-05,-1.7810000e-05,179.5543700,4.610000e-03,-4.610000e-03,2.42900,0.16500,-0.16500,01111101110111011000000000000000
6721123,FALSE POSITIVE,7.361789580,2.1280000e-05,-2.1280000e-05,132.2505300,2.530000e-03,-2.530000e-03,5.02200,0.13600,-0.13600,11111111111111111000000000000000
10910878,CONFIRMED,16.068646740,1.0880000e-05,-1.0880000e-05,173.6219370,5.170000e-04,-5.170000e-04,3.53470,0.02410,-0.02410,11111110111011101000000000000000
11446443,CONFIRMED,2.470613377,2.7000000e-08,-2.7000000e-08,122.7633050,8.700000e-06,-8.700000e-06,1.74319,0.00107,-0.00107,11111110111011101000000000000000
10666592,CONFIRMED,2.204735417,4.3000000e-08,-4.3000000e-08,121.3585417,1.600000e-05,-1.600000e-05,3.88864,0.00203,-0.00203,11111111111111111000000000000000
6922244,CONFIRMED,3.522498429,1.9800000e-07,-1.9800000e-07,121.1194228,4.710000e-05,-4.710000e-05,3.19843,0.00653,-0.00653,11111111111111111000000000000000
10984090,CONFIRMED,3.709214104,6.5360000e-06,-6.5360000e-06,133.9831800,1.430000e-03,-1.430000e-03,2.63020,0.04270,-0.04270,11111111111111111000000000000000
10419211,FALSE POSITIVE,11.521446064,1.9800000e-06,-1.9800000e-06,170.8396880,1.310000e-04,-1.310000e-04,3.63990,0.01140,-0.01140,11111101110111011000000000000000
10464078,FALSE POSITIVE,19.403937760,2.0680000e-05,-2.0680000e-05,172.4842530,8.420000e-04,-8.420000e-04,12.21550,0.05980,-0.05980,11111111111111111000000000000000
10480982,FALSE POSITIVE,19.221388942,1.1230000e-06,-1.1230000e-06,184.5521637,4.500000e-05,-4.500000e-05,4.79843,0.00235,-0.00235,11111101110111011000000000000000
10485250,FALSE POSITIVE,16.469837740,1.3610000e-05,-1.3610000e-05,180.8817610,6.230000e-04,-6.230000e-04,9.43780,0.06000,-0.06000,01111101110111011000000000000000
10526549,CONFIRMED,9.273581730,1.0370000e-05,-1.0370000e-05,173.2581550,8.770000e-04,-8.770000e-04,3.28750,0.03090,-0.03090,11111111111111111000000000000000
10583066,CONFIRMED,6.029303290,5.5090000e-06,-5.5090000e-06,171.6029590,7.130000e-04,-7.130000e-04,1.58210,0.03110,-0.03110,11111111111111111000000000000000
10583180,FALSE POSITIVE,2.696370652,7.5340000e-06,-7.5340000e-06,170.7376900,2.340000e-03,-2.340000e-03,3.61290,0.06860,-0.06860,11111111111111111000000000000000
10601284,CONFIRMED,5.349553819,8.8340000e-06,-8.8340000e-06,171.8069400,1.270000e-03,-1.270000e-03,3.02780,0.04710,-0.04710,11111111111111111000000000000000
10601284,CONFIRMED,3.941052210,1.0940000e-05,-1.0940000e-05,136.0866200,2.330000e-03,-2.330000e-03,2.59840,0.07370,-0.07370,11111111111111111000000000000000
10601284,CONFIRMED,8.109048070,6.7870000e-05,-6.7870000e-05,132.8031000,7.160000e-03,-7.160000e-03,3.59600,0.19800,-0.19800,11111111111111111000000000000000
2306756,FALSE POSITIVE,386.603052800,1.3690000e-04,-1.3690000e-04,166.3420790,2.990000e-04,-2.990000e-04,6.80570,0.01840,-0.01840,
10662202,CONFIRMED,21.676991930,7.0100000e-05,-7.0100000e-05,171.5359400,2.580000e-03,-2.580000e-03,3.45550,0.06560,-0.06560,11111111111111111000000000000000
10682541,CONFIRMED,4.996779680,1.3890000e-05,-1.3890000e-05,171.7420800,2.190000e-03,-2.190000e-03,2.17170,0.07620,-0.07620,01111101110111011000000000000000
11460018,CONFIRMED,4.280963604,6.1410000e-06,-6.1410000e-06,171.8965900,1.150000e-03,-1.150000e-03,2.87500,0.04200,-0.04200,11111111111111111000000000000000
11463211,FALSE POSITIVE,1.506354090,4.7000000e-07,-4.7000000e-07,170.9980640,2.460000e-04,-2.460000e-04,1.51550,0.04830,-0.04830,11111111111111111000000000000000
11465813,FALSE POSITIVE,670.645531000,1.2370000e-03,-1.2370000e-03,209.0435500,1.570000e-03,-1.570000e-03,53.41200,0.13100,-0.13100,11100011111111111000000000000000
11493732,FALSE POSITIVE,61.256362800,1.5600000e-04,-1.5600000e-04,173.8382600,2.090000e-03,-2.090000e-03,7.63300,0.10500,-0.10500,11100010111011101000000000000000
11507101,CONFIRMED,38.377548600,1.6020000e-04,-1.6020000e-04,172.8204800,3.380000e-03,-3.380000e-03,5.58800,0.11300,-0.11300,11111111111111111000000000000000
10910878,CONFIRMED,41.197255020,9.3450000e-05,-9.3450000e-05,165.0040400,1.710000e-03,-1.710000e-03,4.62970,0.06330,-0.06330,11111110111011101000000000000000
10910878,CONFIRMED,6.252962249,9.5770000e-06,-9.5770000e-06,171.3012600,1.170000e-03,-1.170000e-03,2.58190,0.04260,-0.04260,11111110111011101000000000000000
10987985,CONFIRMED,16.013084190,4.8540000e-05,-4.8540000e-05,176.3608000,2.430000e-03,-2.430000e-03,3.25540,0.07910,-0.07910,11101101110111011000000000000000
11018648,CONFIRMED,32.628766720,5.8010000e-05,-5.8010000e-05,194.1019000,1.380000e-03,-1.380000e-03,4.79710,0.05800,-0.05800,11111110111011101000000000000000
11018648,CONFIRMED,91.773286200,7.5180000e-04,-7.5180000e-04,193.8378000,6.430000e-03,-6.430000e-03,6.47300,0.20400,-0.20400,11111110111011101000000000000000
11138155,CANDIDATE,4.959319244,5.1500000e-07,-5.1500000e-07,172.2585292,8.270000e-05,-8.270000e-05,2.22739,0.00750,-0.00750,11111111111111111000000000000000
11152159,FALSE POSITIVE,2.701287801,5.6340000e-06,-5.6340000e-06,170.6957900,1.640000e-03,-1.640000e-03,3.38270,0.08920,-0.08920,01111101110111011000000000000000
11153539,CONFIRMED,4.498765110,1.7770000e-05,-1.7770000e-05,171.3490500,3.000000e-03,-3.000000e-03,3.73620,0.09340,-0.09340,11111101110111011000000000000000
11242721,FALSE POSITIVE,19.651209505,5.8620000e-06,-5.8620000e-06,179.4019810,2.490000e-04,-2.490000e-04,5.25140,0.01790,-0.01790,01101111111111111000000000000000
9579641,CONFIRMED,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,2.94720,0.02400,-0.02400,11111111111111111000000000000000
11304958,CONFIRMED,41.439586620,7.5570000e-05,-7.5570000e-05,208.9320300,1.420000e-03,-1.420000e-03,10.59890,0.08800,-0.08800,11111111111111111000000000000000
11391957,CONFIRMED,8.353895230,1.5240000e-05,-1.5240000e-05,171.6325700,1.330000e-03,-1.330000e-03,2.25140,0.05180,-0.05180,11111110111011101000000000000000
11403044,CONFIRMED,4.125543472,3.1330000e-06,-3.1330000e-06,169.7525850,6.130000e-04,-6.130000e-04,3.17440,0.03620,-0.03620,01111111111111111000000000000000
11414511,CONFIRMED,2.816504904,1.6500000e-07,-1.6500000e-07,170.9676846,4.660000e-05,-4.660000e-05,2.50587,0.00666,-0.00666,11111111111111111000000000000000
11442465,FALSE POSITIVE,33.933734470,6.1540000e-05,-6.1540000e-05,186.6760800,1.370000e-03,-1.370000e-03,14.56100,0.10400,-0.10400,11111110111011101000000000000000
12110942,CONFIRMED,3.689920099,8.9820000e-06,-8.9820000e-06,170.3657100,1.910000e-03,-1.910000e-03,2.65570,0.06770,-0.06770,11111111111111111000000000000000
12366084,CONFIRMED,4.431238488,6.1060000e-06,-6.1060000e-06,171.0150000,1.110000e-03,-1.110000e-03,3.15000,0.04230,-0.04230,11111111111111111000000000000000
12366084,CONFIRMED,11.379369860,2.4150000e-05,-2.4150000e-05,133.8499200,1.830000e-03,-1.830000e-03,2.62550,0.07300,-0.07300,11111111111111111000000000000000
12404086,CONFIRMED,26.394328970,5.7240000e-05,-5.7240000e-05,176.0545900,1.760000e-03,-1.760000e-03,3.57300,0.06430,-0.06430,11111111111111111000000000000000
8395660,CONFIRMED,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,3.35390,0.04890,-0.04890,11111111111111111000000000000000
9579641,CONFIRMED,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,3.00140,0.03840,-0.03840,11111111111111111000000000000000
11656840,FALSE POSITIVE,7.442652004,7.0200000e-07,-7.0200000e-07,169.9717797,7.320000e-05,-7.320000e-05,2.30780,0.01290,-0.01290,11111111111111111000000000000000
11754553,CONFIRMED,16.384899880,5.2190000e-05,-5.2190000e-05,172.7278200,2.480000e-03,-2.480000e-03,3.02490,0.07980,-0.07980,11111110111011101000000000000000
11754553,CONFIRMED,7.877416300,1.4930000e-05,-1.4930000e-05,176.3759000,1.470000e-03,-1.470000e-03,2.08050,0.05170,-0.05170,11111110111011101000000000000000
11754553,CONFIRMED,36.445400100,1.8090000e-04,-1.8090000e-04,151.6012500,3.920000e-03,-3.920000e-03,4.00700,0.12600,-0.12600,11111110111011101000000000000000
11812062,CONFIRMED,3.728732147,9.3600000e-07,-9.3600000e-07,171.7932550,1.950000e-04,-1.950000e-04,2.68300,0.03500,-0.03500,11111111111111111000000000000000
11818800,CANDIDATE,40.419503700,1.1390000e-04,-1.1390000e-04,173.5646900,2.220000e-03,-2.220000e-03,3.36200,0.14000,-0.14000,11111111111111111000000000000000
11853255,CONFIRMED,2.243380573,2.6700000e-06,-2.6700000e-06,170.6792330,9.000000e-04,-9.000000e-04,1.11960,0.03840,-0.03840,11111110111011101000000000000000
11909839,FALSE POSITIVE,10.405998015,2.5150000e-06,-2.5150000e-06,177.1974660,1.900000e-04,-1.900000e-04,6.50360,0.01450,-0.01450,01101111111111111000000000000000
11918099,CONFIRMED,2.337437946,1.9510000e-06,-1.9510000e-06,171.7619820,6.590000e-04,-6.590000e-04,1.99820,0.02710,-0.02710,11111111111111111000000000000000
11918099,CANDIDATE,7.240661200,1.6170000e-05,-1.6170000e-05,137.7554500,2.000000e-03,-2.000000e-03,0.55800,0.17100,-0.17100,11111111111111111000000000000000
9579641,CANDIDATE,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,3.13300,0.40700,-0.40700,11111111111111111000000000000000
11923270,CONFIRMED,11.598222330,1.4070000e-05,-1.4070000e-05,180.3953760,9.230000e-04,-9.230000e-04,2.52370,0.05200,-0.05200,11111111111111111000000000000000
11960862,CONFIRMED,6.575315881,3.7260000e-06,-3.7260000e-06,173.6340440,4.550000e-04,-4.550000e-04,4.30840,0.03060,-0.03060,11111111111111111000000000000000
12020329,CONFIRMED,7.275040844,4.6770000e-06,-4.6770000e-06,169.9942170,5.070000e-04,-5.070000e-04,7.53770,0.06810,-0.06810,11111111111111111000000000000000
12066335,CONFIRMED,19.271538920,4.1450000e-05,-4.1450000e-05,186.7709300,1.820000e-03,-1.820000e-03,2.75940,0.05510,-0.05510,11111111111111111000000000000000
12066335,CONFIRMED,10.065243170,1.4900000e-05,-1.4900000e-05,136.2890600,1.190000e-03,-1.190000e-03,1.36900,0.03930,-0.03930,11111111111111111000000000000000
12070811,CONFIRMED,12.393565100,3.9320000e-05,-3.9320000e-05,178.7472500,2.450000e-03,-2.450000e-03,3.88960,0.08340,-0.08340,11111111111111111000000000000000
8395660,CONFIRMED,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,6.80200,0.11900,-0.11900,11111111111111111000000000000000
3120431,FALSE POSITIVE,3.341913228,9.9530000e-06,-9.9530000e-06,171.6394300,2.470000e-03,-2.470000e-03,3.81300,0.12000,-0.12000,01111111111111111000000000000000
3246984,FALSE POSITIVE,1.626630225,1.0150000e-06,-1.0150000e-06,169.8201710,4.870000e-04,-4.870000e-04,2.11450,0.02850,-0.02850,11111011101110111000000000000000
3342970,CONFIRMED,2.711504086,3.8000000e-06,-3.8000000e-06,170.0341700,1.110000e-03,-1.110000e-03,3.00990,0.04230,-0.04230,11111111111111111000000000000000
3342970,CONFIRMED,7.212037480,1.5530000e-05,-1.5530000e-05,172.8178200,1.630000e-03,-1.630000e-03,4.04910,0.05800,-0.05800,11111111111111111000000000000000
12459725,FALSE POSITIVE,14.179818700,1.6430000e-04,-1.6430000e-04,171.5023700,7.600000e-03,-7.600000e-03,2.50500,0.31500,-0.31500,
12470844,CONFIRMED,8.472379110,1.5600000e-05,-1.5600000e-05,174.1621200,1.490000e-03,-1.490000e-03,2.72450,0.04840,-0.04840,11111111111111111000000000000000
12470844,CONFIRMED,60.418936900,5.0430000e-04,-5.0430000e-04,181.1636700,6.250000e-03,-6.250000e-03,5.03900,0.18400,-0.18400,11111111111111111000000000000000
12644822,CONFIRMED,12.611904345,6.6500000e-06,-6.6500000e-06,180.8922840,4.130000e-04,-4.130000e-04,5.14970,0.05920,-0.05920,11111111111111111000000000000000
2440757,FALSE POSITIVE,1.433769925,7.4100000e-07,-7.4100000e-07,170.4035360,3.970000e-04,-3.970000e-04,1.88680,0.02320,-0.02320,11001100110011001000000000000000
2445129,FALSE POSITIVE,10.318723010,2.8460000e-05,-2.8460000e-05,173.3154300,2.240000e-03,-2.240000e-03,3.83600,0.12100,-0.12100,11111111111111111000000000000000
2713049,CONFIRMED,2.539183147,5.0730000e-06,-5.0730000e-06,169.6749400,1.600000e-03,-1.600000e-03,2.42820,0.05590,-0.05590,11111111111111111000000000000000
3114167,CONFIRMED,6.770300385,9.5370000e-06,-9.5370000e-06,170.5766200,1.080000e-03,-1.080000e-03,2.08440,0.04540,-0.04540,11111111111111111000000000000000
3114661,FALSE POSITIVE,0.444291966,9.7000000e-08,-9.7000000e-08,169.8654060,1.690000e-04,-1.690000e-04,2.07920,0.01150,-0.01150,01111111111111111000000000000000
3115833,CANDIDATE,10.181584004,6.1880000e-06,-6.1880000e-06,177.1418910,4.830000e-04,-4.830000e-04,3.50890,0.03310,-0.03310,01111111111111111000000000000000
4139816,CONFIRMED,20.060363360,5.8390000e-05,-5.8390000e-05,147.4655400,2.410000e-03,-2.410000e-03,3.32030,0.07540,-0.07540,11111111111111111000000000000000
4139816,CONFIRMED,46.184203900,2.6540000e-04,-2.6540000e-04,165.2372900,4.300000e-03,-4.300000e-03,4.75800,0.13000,-0.13000,11111111111111111000000000000000
8395660,CONFIRMED,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,5.35100,0.17700,-0.17700,11111111111111111000000000000000
4139816,CONFIRMED,7.825021680,3.8900000e-05,-3.8900000e-05,136.5499500,4.360000e-03,-4.360000e-03,2.18600,0.12000,-0.12000,11111111111111111000000000000000
4275191,CONFIRMED,3.895936525,7.7100000e-07,-7.7100000e-07,170.5275520,1.570000e-04,-1.570000e-04,2.31110,0.03020,-0.03020,11111011101110111000000000000000
4476123,CONFIRMED,22.366464660,9.7610000e-05,-9.7610000e-05,175.4586200,3.540000e-03,-3.540000e-03,5.22800,0.12200,-0.12200,11111011101110111000000000000000
3351888,CONFIRMED,1.625522174,1.5800000e-07,-1.5800000e-07,170.8266564,7.610000e-05,-7.610000e-05,2.38963,0.00338,-0.00338,11111011101110111000000000000000
3453214,CANDIDATE,19.620346923,3.7300000e-06,-3.7300000e-06,181.8818190,1.480000e-04,-1.480000e-04,2.00380,0.02920,-0.02920,11111011101110111000000000000000
3554600,FALSE POSITIVE,7.544039000,1.0230000e-04,-1.0230000e-04,171.7982000,1.050000e-02,-1.050000e-02,6.22200,0.73100,-0.73100,01111011101110111000000000000000
3641726,CANDIDATE,9.029306890,1.6480000e-05,-1.6480000e-05,177.2042200,1.420000e-03,-1.420000e-03,3.14490,0.05280,-0.05280,11111111111111111000000000000000
3734868,FALSE POSITIVE,10.328035714,3.7620000e-06,-3.7620000e-06,174.5810540,3.060000e-04,-3.060000e-04,7.79150,0.02720,-0.02720,01101111111111111000000000000000
3832474,CONFIRMED,143.206304700,2.3480000e-04,-2.3480000e-04,154.2355200,1.300000e-03,-1.300000e-03,8.93020,0.09610,-0.09610,11111111111111111000000000000000
8395660,CONFIRMED,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,3.26200,0.18600,-0.18600,11111111111111111000000000000000
3832474,CONFIRMED,60.324942160,3.2070000e-05,-3.2070000e-05,243.8925780,4.230000e-04,-4.230000e-04,6.61880,0.03270,-0.03270,11111111111111111000000000000000
3832474,CONFIRMED,29.159861500,2.5340000e-04,-2.5340000e-04,150.6992200,7.180000e-03,-7.180000e-03,4.80300,0.20000,-0.20000,
3836375,FALSE POSITIVE,1.540397253,2.7020000e-06,-2.7020000e-06,170.5047900,1.500000e-03,-1.500000e-03,2.15410,0.08460,-0.08460,01111111111111111000000000000000
3838486,FALSE POSITIVE,2.990254430,1.1680000e-05,-1.1680000e-05,171.9834000,3.090000e-03,-3.090000e-03,5.41400,0.11300,-0.11300,11111111111111111000000000000000
3935914,CONFIRMED,1.594745374,1.1300000e-07,-1.1300000e-07,170.6483505,5.790000e-05,-5.790000e-05,1.96040,0.01060,-0.01060,01101111111111111000000000000000
3940418,CANDIDATE,4.783002698,5.4320000e-06,-5.4320000e-06,170.5084340,9.430000e-04,-9.430000e-04,2.33500,0.03320,-0.03320,11111111111111111000000000000000
4049131,CONFIRMED,20.505889210,3.2060000e-05,-3.2060000e-05,181.4342800,1.220000e-03,-1.220000e-03,4.05950,0.04810,-0.04810,11111111111111111000000000000000
4139816,CONFIRMED,3.340218842,3.1770000e-06,-3.1770000e-06,171.9790620,7.500000e-04,-7.500000e-04,1.91040,0.03180,-0.03180,11111111111111111000000000000000
5287983,FALSE POSITIVE,2.507089906,2.4010000e-06,-2.4010000e-06,171.0024550,8.350000e-04,-8.350000e-04,2.00670,0.04270,-0.04270,01111011101110111000000000000000
5358241,CONFIRMED,18.649327280,5.2020000e-05,-5.2020000e-05,174.7710000,2.240000e-03,-2.240000e-03,4.40560,0.06870,-0.06870,11111111111111111000000000000000
10875245,CONFIRMED,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,4.16540,0.05850,-0.05850,11111101110111011000000000000000
5358241,CONFIRMED,9.751921010,4.8290000e-05,-4.8290000e-05,138.7860800,3.600000e-03,-3.600000e-03,4.79300,0.18100,-0.18100,11111111111111111000000000000000
5358241,CONFIRMED,38.557654600,1.7650000e-04,-1.7650000e-04,163.8506300,4.070000e-03,-4.070000e-03,5.79400,0.19900,-0.19900,11111111111111111000000000000000
5358624,CONFIRMED,3.525632539,1.5000000e-07,-1.5000000e-07,170.0479951,3.330000e-05,-3.330000e-05,2.59959,0.00079,-0.00079,11111111111111111000000000000000
4544670,CANDIDATE,34.843986440,4.0360000e-05,-4.0360000e-05,172.6332520,9.400000e-04,-9.400000e-04,2.93150,0.07020,-0.07020,11111111111111111000000000000000
4664847,CONFIRMED,7.748094239,7.5530000e-06,-7.5530000e-06,174.9972060,7.650000e-04,-7.650000e-04,3.59570,0.04300,-0.04300,01111011101110111000000000000000
4725681,CONFIRMED,23.967936690,9.2490000e-05,-9.2490000e-05,186.2218200,3.050000e-03,-3.050000e-03,3.82700,0.11300,-0.11300,11110111011101110000000000000000
4725681,CONFIRMED,8.295617380,2.3680000e-05,-2.3680000e-05,135.7928400,2.190000e-03,-2.190000e-03,1.34210,0.07730,-0.07730,11110111011101110000000000000000
4913852,CONFIRMED,8.114374820,1.0920000e-05,-1.0920000e-05,176.3396800,1.070000e-03,-1.070000e-03,2.27360,0.04470,-0.04470,11111111111111111000000000000000
4932348,FALSE POSITIVE,38.036729482,3.4840000e-06,-3.4840000e-06,196.9349470,7.160000e-05,-7.160000e-05,4.34617,0.00645,-0.00645,11111011101110111000000000000000
4936180,CANDIDATE,4.640900310,1.4850000e-05,-1.4850000e-05,173.6463800,2.610000e-03,-2.610000e-03,35.51200,0.27400,-0.27400,11111011101110111000000000000000
11913073,FALSE POSITIVE,3.747838198,3.8960000e-06,-3.8960000e-06,171.6650400,9.020000e-04,-9.020000e-04,5.06420,0.04450,-0.04450,11111111111111111000000000000000
10875245,CONFIRMED,14.749148250,2.1740000e-05,-2.1740000e-05,138.7779900,1.180000e-03,-1.180000e-03,6.09950,0.04400,-0.04400,11111101110111011000000000000000
5021899,CONFIRMED,21.812959960,7.2290000e-05,-7.2290000e-05,174.0108500,2.610000e-03,-2.610000e-03,4.37910,0.09100,-0.09100,01101011101110111000000000000000
5077629,FALSE POSITIVE,7.919369370,2.0400000e-06,-2.0400000e-06,172.1810920,2.020000e-04,-2.020000e-04,3.31480,0.02090,-0.02090,11110111011101110000000000000000
5115978,CANDIDATE,1.028436523,7.0500000e-07,-7.0500000e-07,170.2285820,5.400000e-04,-5.400000e-04,1.86060,0.03400,-0.03400,
5164255,CONFIRMED,15.375623690,1.0170000e-05,-1.0170000e-05,173.6140200,6.080000e-04,-6.080000e-04,3.31690,0.06450,-0.06450,01000011011101110000000000000000
5252423,CONFIRMED,8.103632710,2.0320000e-05,-2.0320000e-05,176.9486000,2.050000e-03,-2.050000e-03,3.16100,0.06350,-0.06350,11110111011101110000000000000000
5252423,CONFIRMED,4.715108430,1.9410000e-05,-1.9410000e-05,134.9617800,3.240000e-03,-3.240000e-03,2.50600,0.10300,-0.10300,11110111011101110000000000000000
5272878,CONFIRMED,6.365839713,8.0600000e-06,-8.0600000e-06,171.1357500,1.000000e-03,-1.000000e-03,2.97210,0.04080,-0.04080,11111111111111111000000000000000
5283542,FALSE POSITIVE,5.975817540,1.1180000e-05,-1.1180000e-05,174.7760200,1.370000e-03,-1.370000e-03,3.06500,0.18500,-0.18500,11111011101110111000000000000000
5649215,FALSE POSITIVE,2.446737317,3.0890000e-06,-3.0890000e-06,170.6695100,1.040000e-03,-1.040000e-03,4.72110,0.05460,-0.05460,11111111111111111000000000000000
5651104,CONFIRMED,3.040330460,3.3700000e-07,-3.3700000e-07,169.9490106,8.860000e-05,-8.860000e-05,1.84110,0.01680,-0.01680,11111111111111111000000000000000
5792202,CONFIRMED,15.335286750,1.9890000e-05,-1.9890000e-05,174.0027800,1.030000e-03,-1.030000e-03,3.89700,0.07710,-0.07710,11111111111111111000000000000000
10875245,CONFIRMED,7.958253280,7.6730000e-05,-7.6730000e-05,137.8021900,7.670000e-03,-7.670000e-03,4.37700,0.22900,-0.22900,11111101110111011000000000000000
5792202,CONFIRMED,31.330461350,3.9770000e-05,-3.9770000e-05,153.4303100,1.030000e-03,-1.030000e-03,5.17600,0.10200,-0.10200,11111111111111111000000000000000
5370302,FALSE POSITIVE,3.904342500,1.3390000e-06,-1.3390000e-06,173.3937340,2.660000e-04,-2.660000e-04,3.83100,0.02710,-0.02710,11111011101110111000000000000000
5372966,FALSE POSITIVE,9.286358079,5.4600000e-07,-5.4600000e-07,171.8214689,4.500000e-05,-4.500000e-05,3.49949,0.00533,-0.00533,11111011101110111000000000000000
5376067,FALSE POSITIVE,3.951405455,2.2580000e-06,-2.2580000e-06,173.2761250,4.540000e-04,-4.540000e-04,2.18620,0.02670,-0.02670,11111011101110111000000000000000
5436502,CONFIRMED,23.653694150,1.7480000e-05,-1.7480000e-05,171.3761070,6.030000e-04,-6.030000e-04,8.21830,0.02100,-0.02100,11111111111111111000000000000000
5436502,CONFIRMED,13.233522140,4.5030000e-05,-4.5030000e-05,140.3219600,2.750000e-03,-2.750000e-03,6.73720,0.08750,-0.08750,11111111111111111000000000000000
5436502,CONFIRMED,6.155602850,2.7040000e-05,-2.7040000e-05,134.8165600,3.450000e-03,-3.450000e-03,4.98430,0.09940,-0.09940,11111111111111111000000000000000
5436502,CONFIRMED,2.090811305,9.5710000e-06,-9.5710000e-06,134.1746200,3.980000e-03,-3.980000e-03,3.38800,0.10600,-0.10600,11111111111111111000000000000000
10875245,CONFIRMED,3.180027898,7.2780000e-06,-7.2780000e-06,133.4986300,1.810000e-03,-1.810000e-03,3.57970,0.05580,-0.05580,11111101110111011000000000000000
5436502,CONFIRMED,50.446741700,6.5050000e-04,-6.5050000e-04,178.5014000,1.030000e-02,-1.030000e-02,7.15900,0.24700,-0.24700,11111111111111111000000000000000
5456651,CONFIRMED,11.763071640,2.0350000e-05,-2.0350000e-05,180.9361300,1.300000e-03,-1.300000e-03,2.90760,0.05000,-0.05000,11111011101110111000000000000000
5456651,CONFIRMED,56.227927100,3.1340000e-04,-3.1340000e-04,132.2925900,4.710000e-03,-4.710000e-03,3.57000,0.13400,-0.13400,11111011101110111000000000000000
5481416,FALSE POSITIVE,2.384052875,4.7400000e-06,-4.7400000e-06,171.5836200,1.630000e-03,-1.630000e-03,3.09180,0.08170,-0.08170,01111111111111111000000000000000
5531576,CONFIRMED,7.953547000,1.9100000e-05,-1.9100000e-05,174.6622400,1.820000e-03,-1.820000e-03,2.63120,0.05950,-0.05950,11111111111111111000000000000000
5531576,CONFIRMED,4.144516560,1.4400000e-05,-1.4400000e-05,135.9283100,3.130000e-03,-3.130000e-03,2.34210,0.09840,-0.09840,11111111111111111000000000000000
5534814,FALSE POSITIVE,4.859386384,1.2720000e-06,-1.2720000e-06,173.0114690,2.070000e-04,-2.070000e-04,2.27570,0.01220,-0.01220,11111111111111111000000000000000
6291653,CONFIRMED,10.526294577,1.7830000e-06,-1.7830000e-06,176.5224620,1.360000e-04,-1.360000e-04,2.52110,0.02570,-0.02570,11111111111111111000000000000000
6392727,CONFIRMED,4.583520948,4.1800000e-06,-4.1800000e-06,169.9739720,7.330000e-04,-7.330000e-04,2.70550,0.03210,-0.03210,11111111111111111000000000000000
6422070,CONFIRMED,3.761818430,1.1400000e-05,-1.1400000e-05,171.9036400,2.090000e-03,-2.090000e-03,3.51760,0.09010,-0.09010,11110111011101110000000000000000
6428700,CONFIRMED,8.203969580,1.4880000e-05,-1.4880000e-05,169.6913800,1.430000e-03,-1.430000e-03,2.96670,0.05290,-0.05290,11111111111111111000000000000000
6428700,CONFIRMED,14.496451860,6.3600000e-05,-6.3600000e-05,143.4165900,4.090000e-03,-4.090000e-03,4.01600,0.30500,-0.30500,11111111111111111000000000000000
5792202,CANDIDATE,6.546261490,2.6680000e-05,-2.6680000e-05,133.8596400,3.170000e-03,-3.170000e-03,2.75000,0.11100,-0.11100,11111111111111111000000000000000
5794379,CONFIRMED,12.718098660,2.3240000e-05,-2.3240000e-05,175.3552600,1.520000e-03,-1.520000e-03,3.09570,0.05620,-0.05620,11111111111111111000000000000000
5794379,CONFIRMED,36.065881630,8.3050000e-05,-8.3050000e-05,198.5842300,1.720000e-03,-1.720000e-03,4.32460,0.06340,-0.06340,11111111111111111000000000000000
